Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	/xskydata/proteomic/proteomeData/2024_Q4/20241129_MWY-24-5969-02-b_84ge_human_60SPDdia/M24359769aP1_MWY-24-5969-02-b_human_DIA_Astral_2.mzML	/xskydata/proteomic/proteomeData/2024_Q4/20241129_MWY-24-5969-02-b_84ge_human_60SPDdia/M24359771aP1_MWY-24-5969-02-b_human_DIA_Astral_2.mzML	/xskydata/proteomic/proteomeData/2024_Q4/20241129_MWY-24-5969-02-b_84ge_human_60SPDdia/M24359772aP1_MWY-24-5969-02-b_human_DIA_Astral_2.mzML	/xskydata/proteomic/proteomeData/2024_Q4/20241129_MWY-24-5969-02-b_84ge_human_60SPDdia/M24359773aP1_MWY-24-5969-02-b_human_DIA_Astral_2.mzML	/xskydata/proteomic/proteomeData/2024_Q4/20241129_MWY-24-5969-02-b_84ge_human_60SPDdia/M24359775aP1_MWY-24-5969-02-b_human_DIA_Astral_2.mzML	/xskydata/proteomic/proteomeData/2024_Q4/20241129_MWY-24-5969-02-b_84ge_human_60SPDdia/M24359776aP1_MWY-24-5969-02-b_human_DIA_Astral_2.mzML	/xskydata/proteomic/proteomeData/2024_Q4/20241129_MWY-24-5969-02-b_84ge_human_60SPDdia/M24359778aP1_MWY-24-5969-02-b_human_DIA_Astral_2.mzML	/xskydata/proteomic/proteomeData/2024_Q4/20241129_MWY-24-5969-02-b_84ge_human_60SPDdia/M24359779aP1_MWY-24-5969-02-b_human_DIA_Astral_2.mzML	/xskydata/proteomic/proteomeData/2024_Q4/20241129_MWY-24-5969-02-b_84ge_human_60SPDdia/M24359780aP1_MWY-24-5969-02-b_human_DIA_Astral_2.mzML	/xskydata/proteomic/proteomeData/2024_Q4/20241129_MWY-24-5969-02-b_84ge_human_60SPDdia/M24359781aP1_MWY-24-5969-02-b_human_DIA_Astral_2.mzML	/xskydata/proteomic/proteomeData/2024_Q4/20241129_MWY-24-5969-02-b_84ge_human_60SPDdia/M24359783aP1_MWY-24-5969-02-b_human_DIA_Astral_2.mzML	/xskydata/proteomic/proteomeData/2024_Q4/20241129_MWY-24-5969-02-b_84ge_human_60SPDdia/M24359784aP1_MWY-24-5969-02-b_human_DIA_Astral_2.mzML	/xskydata/proteomic/proteomeData/2024_Q4/20241129_MWY-24-5969-02-b_84ge_human_60SPDdia/M24359785aP1_MWY-24-5969-02-b_human_DIA_Astral_2.mzML	/xskydata/proteomic/proteomeData/2024_Q4/20241129_MWY-24-5969-02-b_84ge_human_60SPDdia/M24359786aP1_MWY-24-5969-02-b_human_DIA_Astral_2.mzML	/xskydata/proteomic/proteomeData/2024_Q4/20241129_MWY-24-5969-02-b_84ge_human_60SPDdia/M24359787aP1_MWY-24-5969-02-b_human_DIA_Astral_2.mzML	/xskydata/proteomic/proteomeData/2024_Q4/20241129_MWY-24-5969-02-b_84ge_human_60SPDdia/M24359788aP1_MWY-24-5969-02-b_human_DIA_Astral_2.mzML	/xskydata/proteomic/proteomeData/2024_Q4/20241129_MWY-24-5969-02-b_84ge_human_60SPDdia/M24359789aP1_MWY-24-5969-02-b_human_DIA_Astral_2.mzML	/xskydata/proteomic/proteomeData/2024_Q4/20241129_MWY-24-5969-02-b_84ge_human_60SPDdia/M24359790aP1_MWY-24-5969-02-b_human_DIA_Astral_2.mzML	/xskydata/proteomic/proteomeData/2024_Q4/20241129_MWY-24-5969-02-b_84ge_human_60SPDdia/M24359791aP1_MWY-24-5969-02-b_human_DIA_Astral_2.mzML	/xskydata/proteomic/proteomeData/2024_Q4/20241129_MWY-24-5969-02-b_84ge_human_60SPDdia/M24359795aP1_MWY-24-5969-02-b_human_DIA_Astral_2.mzML	/xskydata/proteomic/proteomeData/2024_Q4/20241129_MWY-24-5969-02-b_84ge_human_60SPDdia/M24359796aP1_MWY-24-5969-02-b_human_DIA_Astral_2.mzML	/xskydata/proteomic/proteomeData/2024_Q4/20241129_MWY-24-5969-02-b_84ge_human_60SPDdia/M24359797aP1_MWY-24-5969-02-b_human_DIA_Astral_2.mzML	/xskydata/proteomic/proteomeData/2024_Q4/20241129_MWY-24-5969-02-b_84ge_human_60SPDdia/M24359798aP1_MWY-24-5969-02-b_human_DIA_Astral_2.mzML	/xskydata/proteomic/proteomeData/2024_Q4/20241129_MWY-24-5969-02-b_84ge_human_60SPDdia/M24359802aP1_MWY-24-5969-02-b_human_DIA_Astral_2.mzML	/xskydata/proteomic/proteomeData/2024_Q4/20241129_MWY-24-5969-02-b_84ge_human_60SPDdia/M24359803aP1_MWY-24-5969-02-b_human_DIA_Astral_2.mzML	/xskydata/proteomic/proteomeData/2024_Q4/20241129_MWY-24-5969-02-b_84ge_human_60SPDdia/M24359804aP1_MWY-24-5969-02-b_human_DIA_Astral_2.mzML	/xskydata/proteomic/proteomeData/2024_Q4/20241129_MWY-24-5969-02-b_84ge_human_60SPDdia/M24359809aP1_MWY-24-5969-02-b_human_DIA_Astral_2.mzML	/xskydata/proteomic/proteomeData/2024_Q4/20241129_MWY-24-5969-02-b_84ge_human_60SPDdia/sQC1_MWY-24-5969-02-b_human_DIA_Astral_2.mzML	/xskydata/proteomic/proteomeData/2024_Q4/20241129_MWY-24-5969-02-b_84ge_human_60SPDdia/sQC2_MWY-24-5969-02-b_human_DIA_Astral_2.mzML	/xskydata/proteomic/proteomeData/2024_Q4/20241129_MWY-24-5969-02-b_84ge_human_60SPDdia/sQC3_MWY-24-5969-02-b_human_DIA_Astral_2.mzML	/xskydata/proteomic/proteomeData/2024_Q4/20241129_MWY-24-5969-02-b_84ge_human_60SPDdia/sQC4_MWY-24-5969-02-b_human_DIA_Astral_2.mzML
Q9HC35	Q9HC35;B5MBZ0	EMAL4_HUMAN	EML4	Echinoderm microtubule-associated protein-like 4	312490	286080	261765	346248	263357	203166	273608	318414	118844	254336	250448	274890	191930	282430	409674	248516	327583	242845	294905	259502	254805	236517	250863	194045	315764	246937	294685	244690	250827	244138	243522
Q9HC36	Q9HC36;I3L0T6	MRM3_HUMAN	MRM3	rRNA methyltransferase 3, mitochondrial	35967.3	44377.2	56506.2	25893.8	50901	28502.8	39445.6	26436.4	21818.2	35621.5	24324.8	33183.8	43812.5	36055.2	62377.1	37854.2	26887.3	40993.3	24619.2	32251	27130.4	34802	31492	26973.6	42839.6	33303.1	29438.2	42045.3	45267.2	40541.1	44077.9
Q9HC38	Q9HC38;I3L3Q4	GLOD4_HUMAN	GLOD4	Glyoxalase domain-containing protein 4	491822	875223	1207870	554513	728448	584990	828288	665445	707873	596519	700371	952114	493509	665250	773817	745363	611787	922432	412540	554539	634976	758570	902621	489494	719479	852941	589400	808054	835886	798430	808592
Q9HC44	Q9HC44	GPBL1_HUMAN	GPBP1L1	Vasculin-like protein 1	2514.53	4588.48	4936.29	2691.74	6652.54	NA	4214.29	7305.24	NA	7874.4	4685.54	3898.63	9191.8	4217.82	5331.75	4221.29	7042.89	5204.02	4503.1	5348.53	6647.07	3278.84	5186.4	3577.01	2905.89	5251.94	3743.05	4858.4	6856.88	5176.59	4407.82
Q9HC52	Q9HC52;C9J6K3;C9JM54	CBX8_HUMAN	CBX8	Chromobox protein homolog 8	26964	15221.7	17612.7	21998.7	20273.4	20972.5	16738.3	19970.5	7983.32	20568.4	12343	13105	25283.5	16463.1	21079.2	22116.1	17257.2	14372	18326.1	24229.6	25907.8	20769.9	9017.45	23482.8	15881	16247.6	24871.6	18543	22311.1	18226.8	21060.8
Q9HC78	Q9HC78;A0A994J4D3	ZBT20_HUMAN	ZBTB20	Zinc finger and BTB domain-containing protein 20	13127.4	15554.9	7880.79	16087.2	10104.9	31363.2	12833.9	12822.3	33747.6	11598.6	22580.6	9774.21	11102.2	12814.7	7321.36	11738	12159.2	9703.77	10107.2	8605.22	14064.2	14653.9	8144.17	4922.15	8551.8	13588.5	13842.5	14946.9	12763.3	10217	12496.2
Q9HC84	Q9HC84	MUC5B_HUMAN	MUC5B	Mucin-5B	26512.4	180680	140698	274296	22366	40383	53683.7	115906	12524.8	374376	61121.2	272262	39131.5	109549	27903.6	127100	46436.6	171912	792684	350367	126408	138243	289941	56146	91669.9	254256	168273	187701	187335	188345	183104
Q9HC96	Q9HC96;B7WPF5;H7C2P1	CAN10_HUMAN	CAPN10	Calpain-10	NA	8851.52	14194.9	16659.8	NA	NA	NA	NA	NA	13093	NA	16146.3	NA	NA	NA	NA	NA	NA	NA	NA	2319.59	NA	NA	NA	NA	NA	NA	NA	10219.5	12146.4	13156.8
Q9HC98	Q9HC98;Q5TBG1;Q5TBG7;Q5TBH1;Q5TBH2;Q5TBG2;Q5TBH0	NEK6_HUMAN	NEK6	Serine/threonine-protein kinase Nek6	12811	9244.73	11778.6	17918.8	22428.6	16174.7	18843.4	19389	9935.92	18551.2	20132.9	12448.6	20660.3	11894.7	10386.2	13551.1	15422.6	13905.6	20337.6	16157.1	11320.9	15149.6	16331	14685.6	15477.2	17177.4	16104.5	15930.1	11556.8	8203.56	13978.6
Q9HCB6	Q9HCB6	SPON1_HUMAN	SPON1	Spondin-1	67881.9	293865	70475.6	205228	94068.8	149658	93992	150718	217290	88276.3	328893	289334	29936.2	291049	85980.6	137457	40897	361401	173581	88334.9	177324	217432	321464	13086.1	166036	259256	178476	218546	218190	224065	218351
Q9HCC0	Q9HCC0;A0A804HJ24;A0A804HJ31;A0A804HJ84;A0A804HJC1;A0A804HJL2;A0A804HKE8;A0A804HL02;A0A804HLJ9;A0A804HK37	MCCB_HUMAN	MCCC2	Methylcrotonoyl-CoA carboxylase beta chain, mitochondrial	152661	342675	417471	150826	210971	140675	182619	207464	74044.2	153611	174534	237721	224825	256852	189954	235585	329424	241900	258049	176049	192897	188662	258801	121684	225850	255408	203306	203010	199521	210695	196656
Q9HCD5	Q9HCD5	NCOA5_HUMAN	NCOA5	Nuclear receptor coactivator 5	101947	71963.3	89930.4	88699.9	85738.2	71246.6	78299.3	101677	46256.3	66381.6	72108.4	69673.2	76444.6	85777.6	87965.4	86245.5	110542	86474.9	84235.7	133372	111719	88213	76865.8	75828.4	89671.3	87397.7	105887	91168.7	86162	79708.2	81482.2
Q9HCD6	Q9HCD6;A0A8I5KXR5;J3KRP9;J3KTM5;J3QQY7	TANC2_HUMAN	TANC2	Protein TANC2	7680.07	14735.6	NA	17386.9	9336.93	NA	14246.5	8262.08	20892.3	9237.82	9394.92	12519.9	10061.6	12335	NA	15647.5	8754.73	18752.9	20244.2	13777.6	14756.2	8372.67	25208.7	14522.6	11379.3	13579.6	NA	16003.5	15302.2	17210	17725
Q9HCE0	Q9HCE0;A0A8Q3SIJ2;A0A8Q3SIJ4;A0A8Q3SIP5;A0A8Q3SIU6;A0A8Q3SJD2;K7EM87;K7ENK5;K7EPN4	EPG5_HUMAN	EPG5	Ectopic P granules protein 5 homolog	20105	29543.5	14610	46089.3	27220.5	31328.9	27054.3	35157.4	41138	26082.4	40890.4	40199.1	19247.2	29585.8	49800.9	30448.2	26123.2	33865.4	33954.9	26376.2	29553.2	28843.7	34558	51557.2	25075.4	27397.1	28349.4	37499.2	35859.3	35780.5	26460.7
Q9HCE1	Q9HCE1;A0A8I5KXC3;A0A8I5KZ07;Q5JR04	MOV10_HUMAN	MOV10	Helicase MOV-10	40629.2	34110.4	21831.4	44948.5	49843.3	58421.4	45527.8	46622.4	36401.6	44136.7	44013.5	42323.2	51993.8	53226.4	70190.2	39037.4	42122.6	43112.6	56226.1	49502.2	48005.6	35560	38245.5	161052	42844.4	41606.9	41529.3	46907.1	47466.7	47012.8	44118.8
Q9HCE3	Q9HCE3	ZN532_HUMAN	ZNF532	Zinc finger protein 532	6187.99	1764.41	NA	5758.69	1643.82	7460.33	3384.23	NA	5867.07	5801.82	NA	3268.92	2338.97	3451.95	3417.13	2347.11	3412.16	1569.92	NA	2795.69	4107.57	NA	NA	6413.28	1118.57	NA	4730.39	4053.4	8972.02	NA	NA
Q9HCE5	Q9HCE5	MET14_HUMAN	METTL14	N6-adenosine-methyltransferase non-catalytic subunit	49926.5	55268.3	56605.4	51952.1	64066.9	48239.8	55307.2	59806.7	41791.7	45597.9	57515.6	61281.9	75533.5	68556.5	65711.9	74913.1	56393.3	62487.4	50394.1	53853.3	49089.9	61759	48747.8	65697.3	50946.1	50654.2	49611.2	59211.1	57368.2	48810.7	56213.2
Q9HCE6	Q9HCE6;A0A384DVK7;Q5VXI4	ARGAL_HUMAN	ARHGEF10L	Rho guanine nucleotide exchange factor 10-like protein	66934.6	120254	72311.9	68989.5	109508	54456.4	88156.5	69440.4	41356.6	93979.4	84249.1	102939	129510	95358.7	67667.8	86837.5	81132.3	108058	104287	87121.9	88447.3	79507	105569	38352.2	100974	92055.6	70188.8	85057.1	80502	86133.2	95417.4
Q9HCE7	Q9HCE7	SMUF1_HUMAN	SMURF1	E3 ubiquitin-protein ligase SMURF1	9677.07	13584.1	18338.9	9756.78	11899.3	15836.2	15300	12372.6	17225.2	12060.5	11431	14206.2	6684.48	12422.5	8010.48	8102.14	11718.3	11865.1	10519.1	15481.4	7118.6	11413.4	14272.8	17276.8	13811.5	11071.6	16576.3	15720.1	NA	22010.1	14995.3
Q9HCG7	Q9HCG7	GBA2_HUMAN	GBA2	Non-lysosomal glucosylceramidase	13579.7	18519.6	18729.9	15503.3	15649.7	11887.9	17791.2	13039.1	10802.4	18237.7	15805.6	23770.4	12532.8	24419.2	45405.3	20552.6	11550	26612.9	17347.8	17939.4	15823.5	15830.2	28098.4	7557.89	14517.1	18066	14887.7	16008.8	19025.6	20033.2	18533.9
Q9HCG8	Q9HCG8;B7WP74	CWC22_HUMAN	CWC22	Pre-mRNA-splicing factor CWC22 homolog	24672.2	16581.5	22783.4	26279.5	28716	25726.2	30211.7	29421.9	15996.2	29134.7	25342.5	25384	33574.7	22915.8	32974.8	29815.9	22044.1	20206.5	41832.5	29477.4	25742.6	25927.3	20188.9	41800.7	28668.7	23340	33485.5	31309.7	19584.4	23721.7	22307.3
Q9HCH0	Q9HCH0;H7C1V4	NCK5L_HUMAN	NCKAP5L	Nck-associated protein 5-like	NA	NA	NA	6899.66	NA	NA	2588.59	3427.66	NA	1736.22	NA	3275.32	NA	2893.36	1694.81	NA	NA	NA	3381.51	1112.81	2683.34	NA	1218.53	1575.19	1243.29	1168.75	3625.18	NA	NA	NA	NA
Q9HCH5	Q9HCH5;A0A0U1RQH1;A0A0U1RR07;A0A0U1RRJ3;A0A8J9FM55	SYTL2_HUMAN	SYTL2	Synaptotagmin-like protein 2	32279.5	69712.2	51438.9	29918.5	52900.5	28769.4	47593.5	37646.2	12768.8	43742.4	28390.2	92866.2	19390.3	65138	17491.4	48133.7	25828.8	95524.4	19525.9	46058.6	47837.7	56597.2	95750.5	14115.2	45430	73700.3	38252.3	51863.4	47550.2	49350.7	56763.8
Q9HCI7	Q9HCI7;A0A8V8TR57	MSL2_HUMAN	MSL2	E3 ubiquitin-protein ligase MSL2	6799.77	10830.5	10392	5584.51	8390.33	9031.22	8767.58	9019.94	9501.73	7979.82	14425.7	5397.76	10057.8	9234.7	10556.8	9340.59	10241.2	7631.27	7820.4	9219.44	8769.22	10115.2	6506.7	8196.49	11584.9	9782.32	13454.6	11632.7	9299.47	13537.9	6028.57
Q9HCJ0	Q9HCJ0;A0A1B0GU24;K7EKN9	TNR6C_HUMAN	TNRC6C	Trinucleotide repeat-containing gene 6C protein	7586.24	7645.44	8791.79	9561.69	5974.28	13288.8	9153.48	10372	12605.9	6675.11	9548.71	9013.65	8821.94	6792.4	10095.9	11499.7	11376.2	6880.59	13287.8	10357.6	12901.8	9577.11	9744.71	12321.5	14822.3	15011.6	9298.3	7575	13405.6	8649.49	7768.06
Q9HCJ1	Q9HCJ1;A0A2R8Y5E7	ANKH_HUMAN	ANKH	Mineralization regulator ANKH	8238.62	7333.71	6719.12	14296.1	6436.91	17288	6781.04	14640.1	3539.15	9871.18	NA	6731.94	9049.65	6883.23	8287.86	6119.44	14986.2	7228.09	2895.27	9900.06	8739.38	5652.25	3605.8	5963	5151.81	5623.58	8973.21	12677.6	5756.25	NA	8462.24
Q9HCJ3	Q9HCJ3;E9PE10	RAVR2_HUMAN	RAVER2	Ribonucleoprotein PTB-binding 2	12262.1	21067.3	19919.7	12832	21083.3	13546.9	18941.6	18872.4	14079.6	22719.3	9125.27	20735	25502.3	23637.5	29192.9	27930.4	31910	35451.4	26124	24881.5	16900.7	19653.9	22772.6	13137.5	16579.4	21580.6	16358.2	19233.4	21201.6	24440.6	19215.5
Q9HCJ6	Q9HCJ6	VAT1L_HUMAN	VAT1L	Synaptic vesicle membrane protein VAT-1 homolog-like	21334.6	60745.6	37377.3	12869.1	51633.3	18998.5	30848.9	36310.6	119253	35445.6	84135.7	85600.6	15618	50738.2	18804.1	43450.6	21470	65695.1	10795	37020.4	35066.1	62537.6	70958.8	5322.53	38846.6	47112.3	27640.1	67759.9	68914.5	73684.1	69217.1
Q9HCK4	Q9HCK4;A0A8Q3SIT0;A0A8Q3SIU0;A0A8Q3SIW8;A0A8Q3WLE3;A0A994J7I9;F8W703;H7C4J7;H7C4U9;H7C4W9;R4GMM8	ROBO2_HUMAN	ROBO2	Roundabout homolog 2	14265.8	3478.59	6309.82	11146.5	30963.1	20122.8	13287.3	10726.2	NA	17176.9	13090.3	7487.71	13567	11976.6	6785.22	9566.06	11628.4	8427.54	NA	11270.6	12234.8	10397.1	13753.2	NA	14118.6	10680.3	10195.3	15936.6	13110.8	9601.77	14803.6
Q9HCK8	Q9HCK8;A0A2R8Y4P3;A0A2R8Y840;A0A2R8Y808;A0A2R8YFT4	CHD8_HUMAN	CHD8	Chromodomain-helicase-DNA-binding protein 8	90516.8	64654.3	79527.2	84188.5	80834.1	104584	65772.4	84673.8	69203.3	97209	71996.9	56759.6	77780.2	82838.2	112218	90011.7	75440.3	65628.8	119854	83807.9	93555.5	81683.8	66084.7	109909	73426.2	69217.9	97578.3	94621.2	93357.5	82899.8	99662.9
Q9HCL0	Q9HCL0	PCD18_HUMAN	PCDH18	Protocadherin-18	4503.26	6015.49	2938.87	4041.61	4739.42	10298.4	4578.36	5868.5	15918.9	5021.32	6874.19	5214.95	3417.18	3834.7	3328.16	4839.48	5240.96	4361.04	1811.43	4687.67	5541.38	4239.52	4529.64	3257.93	5444.51	4365.65	5000.21	6285.61	9204.55	7291.86	6464.33
Q9HCL2	Q9HCL2;Q5VW52	GPAT1_HUMAN	GPAM	Glycerol-3-phosphate acyltransferase 1, mitochondrial	4699.42	5895.33	6521.68	7628.14	4975.58	4692.28	5093.51	7441.95	5099.07	6041.94	6623.3	8383.08	4600.31	4468.7	5056.06	4524.02	4037	5754.56	5965.73	5967.76	4853.9	6498.65	5662.01	4347.71	6846.09	7622.44	5348.93	8486.59	10089	8605.21	8507.04
Q9HCM1	Q9HCM1;J3KPI3	RESF1_HUMAN	RESF1	Retroelement silencing factor 1	3798.54	5200.17	4388.26	7529.25	16209.6	10813.1	5982.94	6906.45	29288.5	6857.95	NA	8313.1	6326.44	NA	6417.07	4954.12	11186.8	8355.61	2243.74	6931.83	7341.06	10211.5	4653.81	4543.31	3926.69	9184.82	5863.69	7776.24	NA	NA	NA
Q9HCM4	Q9HCM4	E41L5_HUMAN	EPB41L5	Band 4.1-like protein 5	34678.5	27030.3	26882	29744.2	29533.2	28180	41645.4	24147	19502	41594.4	22327.2	37328.7	42931.3	36462.3	32403	50109.9	26367.5	34667.9	29196.4	31819.2	24121.6	23384.3	26857.9	27051	36297.9	32305.1	54442.4	35776.1	38695.1	34602.9	30983.2
Q9HCM7	Q9HCM7;A0A3B3IRR3;A0A7P0Z485	FBSL_HUMAN	FBRSL1	Fibrosin-1-like protein	6177.59	12781.3	10378.3	NA	11491.1	NA	NA	7222.62	NA	3409.15	7473.04	8642.21	15642	6441.84	14741.5	8259.47	14437.9	5969.06	10334.7	6860.49	7758.57	2869.38	4519.48	8531.64	NA	NA	14092.6	NA	16187.8	11041.5	11523
Q9HCN3	Q9HCN3	PGAP6_HUMAN	PGAP6	Post-GPI attachment to proteins factor 6	5768.37	7721.21	2929.68	NA	3842	8186.16	2451.87	NA	NA	5098.05	2768.4	8122.44	2813.06	5154.74	3130.94	3701.67	4456.86	2636.59	9423.17	4162.49	3262.38	NA	3635.97	3434.37	5113.81	5214.62	6870.89	3549.94	5976.38	5001.13	4202.03
Q9HCN4	Q9HCN4	GPN1_HUMAN	GPN1	GPN-loop GTPase 1	18619.2	15349.2	17456.3	20342.2	22476.1	19696.4	21626.2	21229.5	16017.7	16720.1	17877	12130.6	26599.8	18656.8	23159.2	22284.8	22183.4	18389.3	27548.5	19671.1	19423.3	20634.6	15882.4	24885.7	16402.9	20472.9	20407.5	18366.1	15688.3	16566.4	18233.1
Q9HCN6	Q9HCN6	GPVI_HUMAN	GP6	Platelet glycoprotein VI	4323.36	8550.59	NA	8701.72	NA	13609.6	5281.86	NA	NA	NA	10494	7301.6	NA	3655.58	7300.12	3876.68	5947.93	4881.99	NA	NA	13177.2	7626.57	5214.18	2282.38	NA	NA	6240.65	NA	25944.6	13506.3	NA
Q9HCN8	Q9HCN8	SDF2L_HUMAN	SDF2L1	Stromal cell-derived factor 2-like protein 1	196060	190940	212571	170904	256107	196905	244754	171469	55756.6	306753	198716	194079	53330.4	218828	186746	250084	182826	243075	143210	204608	212641	318686	237909	131217	176821	251492	249367	186179	193862	189442	186253
Q9HCP0	Q9HCP0;A0A0U1RQT7;Q8IXA3;U3KQB3;A0A0U1RQY7;A0A0U1RR31;U3KQA5;A0A0U1RQG9;A0A0U1RQK6	KC1G1_HUMAN	CSNK1G1	Casein kinase I isoform gamma-1	7646.81	12671	12868.7	8338.18	6972.09	9779.89	5994.46	8783.3	15044.1	9032.18	23700.1	15240	12978.9	6196.88	12853.8	7133.54	6559.75	11353.1	17349.7	13097.4	9049.04	6499.93	NA	8024.52	11670.9	11086	6428.1	15317.6	13747.6	10635.3	9981.35
Q9HCS2	Q9HCS2	CP4FC_HUMAN	CYP4F12	Cytochrome P450 4F12	375313	442283	278829	328951	145269	174335	234788	204755	171790	262493	278757	344110	182934	277651	116118	135796	170673	403175	322376	259794	262161	303962	431680	183964	166075	371593	295415	255955	259433	323800	276576
Q9HCS7	Q9HCS7	SYF1_HUMAN	XAB2	Pre-mRNA-splicing factor SYF1	27013.7	28742.3	26477.9	37946.7	36830.8	36845.5	32177.2	41585.3	19650.5	41430.1	30271	30700.9	31792.5	34005.6	42034.3	27399.6	33162.8	28317.1	38740	48598.1	42000.1	35188.4	25865.5	43651.1	30361	30714.3	41225.2	26677.5	29544.4	31037.8	33323.8
Q9HCU0	Q9HCU0	CD248_HUMAN	CD248	Endosialin	103245	62692.5	14915.1	82889.1	29457	77438.2	67910.4	84099.7	51446.1	36204.5	92394.8	68407.6	58058.4	53422.5	15024.8	34139.1	39223.2	43720.9	18070.4	36662.9	97204.5	52670.7	43193.5	11118.1	99736.9	63680.6	48353.2	68220.1	71219	70315.1	65786
Q9HCU5	Q9HCU5;B5MC98	PREB_HUMAN	PREB	Prolactin regulatory element-binding protein	210446	205748	175964	197930	189563	200374	170736	190569	105718	171171	206792	212608	173614	208644	183287	185032	166560	193809	231187	166851	195280	216552	208478	153813	220218	198056	195002	170592	173093	168431	183203
Q9HCU8	Q9HCU8	DPOD4_HUMAN	POLD4	DNA polymerase delta subunit 4	6412.52	15887.6	13486.5	10778.8	18104.4	12510.6	15282	20296.9	14887.7	20370.7	7453.47	12738.6	14729.4	14173.1	15353.6	17238.2	13852.6	15335.1	9647.97	21797.9	15540.6	20905.1	16652.2	7968.48	16212	11959.5	21540.7	16495	11490.4	15087.7	18893.1
Q9HCU9	Q9HCU9;E9PJF5;E9PPD1;G5E9I4;H0YCF7	BRMS1_HUMAN	BRMS1	Breast cancer metastasis-suppressor 1	9321.54	14398	13723.4	10674.5	15663.1	9416.67	16693.8	13215.2	6269.54	17881.4	9692.74	12191.8	13439.5	15401.7	19443.6	15909.6	16766.4	13465.1	14668.4	17510.4	10694.6	20133.6	10013.3	9150.99	15831.4	13506.5	14212.1	13521.6	8294.47	14457.7	13277
Q9HCY8	Q9HCY8	S10AE_HUMAN	S100A14	Protein S100-A14	191296	467300	323264	166524	144910	74436.5	264501	119002	12255.5	313543	62691.3	306796	216659	180893	132571	178651	89014.6	312226	308654	170413	136318	221434	361252	260437	188207	234460	218035	198060	204368	207559	194671
Q9HD15	Q9HD15	SRA1_HUMAN	SRA1	Steroid receptor RNA activator 1	25243.2	21934.6	29362.2	26574.4	29594.2	21543.2	19850.2	26881.4	25628	24187.3	30205.4	24573.5	23185.2	26627.2	19771	30749.4	24288.5	25348.5	25001.5	29218.1	20874.1	24903.5	29114.9	23960.8	30756.9	26743.3	21025.7	22926.1	26811.6	25546.3	23633.4
Q9HD20	Q9HD20;H7C3H2	AT131_HUMAN	ATP13A1	Endoplasmic reticulum transmembrane helix translocase	98379.1	100625	94888.8	144911	106788	98667.9	117841	122628	71825.6	152001	123184	139988	85886.9	118438	97367.3	99956.4	79935.7	111392	83255.1	121367	136122	138599	111962	104582	102879	123139	140624	96443.9	97390.3	101808	103112
Q9HD23	Q9HD23;H7BZ29	MRS2_HUMAN	MRS2	Magnesium transporter MRS2 homolog, mitochondrial	9651.65	9341.86	9731.96	NA	NA	6028.7	4848.84	NA	NA	9389.86	3630.38	3359.9	15921.7	11301.9	12291.3	6626	5718.32	5120.71	NA	12836.4	8727.52	10574.7	NA	9339.99	8131.08	11011.2	5154.31	4568.55	10625.6	17554.5	11282.5
Q9HD26	Q9HD26;A0A0J9YVX5;F5H1Y4	GOPC_HUMAN	GOPC	Golgi-associated PDZ and coiled-coil motif-containing protein	40680.9	95922.7	97611.7	72558.4	64000.7	47455	69931.3	62916.7	24363.7	59326.7	49478.3	91354.2	51096	85760.6	38733.9	90905.9	55553.1	97612.7	51770.4	55321.7	77466.9	73634.3	104581	44672.3	69620.7	100307	64065.8	61426.5	59094.5	58802.2	64553.7
Q9HD33	Q9HD33	RM47_HUMAN	MRPL47	Large ribosomal subunit protein uL29m	152013	127703	157941	78448.8	90689.6	85861	115673	109112	33430	119286	72879.2	100902	156636	132023	139471	112023	96059.5	115511	119590	120476	96493.5	95966.1	111815	79855.5	134518	142510	120672	109753	100026	103556	112697
Q9HD34	Q9HD34	LYRM4_HUMAN	LYRM4	LYR motif-containing protein 4	41733.5	37698.3	54429.8	40304	26761.6	34525.3	23159.1	36625.9	18139.7	59144.8	30025.8	31660.5	44584.4	29020.9	33776.3	39549	36098.2	44726.7	20733.6	42944.1	30666.9	28071.3	33665.4	25377.9	27642.7	37990.2	57323.4	42108.2	46493.1	39502.6	39420.7
Q9HD40	Q9HD40;A0A7P0TA23	SPCS_HUMAN	SEPSECS	O-phosphoseryl-tRNA(Sec) selenium transferase	21449.9	47365.2	45591	33157.4	48685.2	34560.3	37190.3	39843.9	35116	27617.8	50101.2	54356.3	41658.4	45729.3	42465.2	38283.2	36444.1	45271.6	28188.9	35563.9	40417.5	38878.5	49852.7	27150	42839.4	46609.9	29427	40246.2	37912.7	39481.8	40818.9
Q9HD42	Q9HD42;A0A6Q8PFF9;F5H875;F8VVT7;A0A6Q8PF35;A0A6Q8PG85;A0A6Q8PGM8;F8VUA2	CHM1A_HUMAN	CHMP1A	Charged multivesicular body protein 1a	179147	231140	184869	132286	176934	166550	213660	161006	157594	181632	177785	153222	155962	152344	160900	170338	182061	190696	130631	220898	197473	164061	176733	172738	167688	176796	184075	220245	212006	211436	220762
